chr	start	end	CpG	WJ01.N	WJ01.X	WJ02.N	WJ02.X	WJ03.N	WJ03.X	WJ04.N	WJ04.X	WJ05.N	WJ05.X	feature	distance	gene	transcript
chr10	50592637	50593074	48	123	1	168	4	257	6	226	8	152	2	Promoter (<=1kb)	0	Ascc3	NM_198007
chr10	50593176	50593278	5	119	2	102	2	107	3	110	1	122	5	Promoter (<=1kb)	508	Ascc3	NM_198007
chr10	50604209	50604262	6	NA	NA	NA	NA	24	23	NA	NA	NA	NA	Intron (NM_198007/Ascc3, intron 1 of 41)	11541	Ascc3	NM_198007
chr10	50639963	50640051	3	49	48	54	52	55	52	55	53	53	52	Intron (NM_198007/Ascc3, intron 5 of 41)	47295	Ascc3	NM_198007
chr10	50704319	50704447	5	87	25	67	19	73	19	72	24	99	24	Intron (NM_198007/Ascc3, intron 16 of 41)	111651	Ascc3	NM_198007
chr10	50740722	50740844	3	39	36	51	49	51	49	58	56	46	43	Intron (NM_198007/Ascc3, intron 30 of 41)	148054	Ascc3	NM_198007
chr10	50892111	50892178	5	NA	NA	23	6	NA	NA	NA	NA	34	10	Distal Intergenic	-3473	Sim1	NM_011376
chr10	50892330	50892539	11	61	23	75	20	84	21	56	19	62	25	Distal Intergenic	-3112	Sim1	NM_011376
chr10	50892704	50893042	8	35	25	52	37	57	42	27	18	61	42	Promoter (2-3kb)	-2609	Sim1	NM_011376
chr10	50893144	50893181	6	96	96	135	133	145	143	129	127	135	132	Promoter (2-3kb)	-2470	Sim1	NM_011376
chr10	50894243	50894657	36	213	109	251	114	203	104	265	120	239	110	Promoter (<=1kb)	-994	Sim1	NM_011376
chr10	50894670	50895085	27	137	42	151	32	169	41	192	62	163	39	Promoter (<=1kb)	-566	Sim1	NM_011376
chr10	50895105	50895494	31	152	48	195	85	239	97	237	84	236	73	Promoter (<=1kb)	-157	Sim1	NM_011376
chr10	50895546	50895928	19	265	129	284	135	309	164	353	154	309	151	Promoter (<=1kb)	0	Sim1	NM_011376
chr10	50898183	50898387	10	72	21	70	12	115	33	107	35	119	31	Promoter (2-3kb)	2533	Sim1	NM_011376
chr10	50900712	50901151	30	322	244	290	220	407	313	451	358	358	282	Intron (NM_011376/Sim1, intron 1 of 10)	5062	Sim1	NM_011376
chr10	50901172	50901574	16	131	87	100	57	157	109	146	99	133	88	Intron (NM_011376/Sim1, intron 1 of 10)	5522	Sim1	NM_011376
chr10	50901618	50902033	14	148	135	173	161	184	164	192	168	179	157	Intron (NM_011376/Sim1, intron 1 of 10)	5968	Sim1	NM_011376
chr10	50902313	50902498	7	35	15	26	13	50	25	39	12	52	26	Intron (NM_011376/Sim1, intron 1 of 10)	6663	Sim1	NM_011376
chr10	50904661	50904974	18	90	75	184	160	175	153	158	137	156	134	Exon (NM_011376/Sim1, exon 2 of 11)	9011	Sim1	NM_011376
chr10	50905089	50905332	10	91	83	117	101	116	101	184	164	138	123	Intron (NM_011376/Sim1, intron 2 of 10)	9439	Sim1	NM_011376
chr10	50909639	50909744	4	67	55	63	42	66	56	64	52	68	56	Intron (NM_011376/Sim1, intron 6 of 10)	13989	Sim1	NM_011376
chr10	51133210	51133290	4	20	13	21	14	34	20	NA	NA	25	19	Distal Intergenic	237560	Sim1	NM_011376
chr10	51153736	51153935	9	73	57	64	56	87	60	97	81	81	70	Distal Intergenic	258086	Sim1	NM_011376
chr10	51238868	51239307	12	48	30	30	10	60	42	59	42	49	37	Distal Intergenic	-241305	Lilr4b	NM_001291892
chr10	51257690	51257763	3	97	61	95	65	116	77	101	61	102	67	Distal Intergenic	-222849	Lilr4b	NM_001291892
chr10	51405267	51405414	9	163	5	187	13	219	9	240	10	217	9	Distal Intergenic	-75198	Lilr4b	NM_001291892
chr10	51526217	51526372	4	NA	NA	21	21	27	26	25	20	24	20	Distal Intergenic	35320	Lilrb4a	NM_013532
chr10	51526601	51526613	3	NA	NA	27	25	NA	NA	21	19	20	19	Distal Intergenic	35704	Lilrb4a	NM_013532
chr10	51530937	51531070	5	23	19	37	32	43	41	31	28	44	42	Distal Intergenic	40040	Lilrb4a	NM_013532
chr10	51539185	51539277	3	20	5	31	8	34	14	29	13	34	7	Distal Intergenic	48288	Lilrb4a	NM_013532
chr10	51539596	51539704	3	22	15	20	14	26	21	28	19	25	15	Distal Intergenic	48699	Lilrb4a	NM_013532
chr10	51553326	51553731	12	101	1	154	4	171	10	206	11	161	5	Distal Intergenic	36729	Fam162b	NM_029894
chr10	51553899	51554078	5	34	3	34	1	37	4	55	2	49	5	Distal Intergenic	36382	Fam162b	NM_029894
chr10	51554226	51554327	4	42	3	42	6	49	2	57	6	57	8	Distal Intergenic	36133	Fam162b	NM_029894
chr10	51595330	51595606	10	167	44	176	53	228	66	218	55	203	64	Distal Intergenic	-4871	Fam162b	NM_029894
chr10	51677788	51678127	22	132	95	170	119	148	87	118	71	189	131	Promoter (<=1kb)	29	Rfx6	NM_001159389
chr10	51768549	51768725	4	39	8	29	6	51	13	66	16	48	12	Distal Intergenic	-11356	4933411G06Rik	NR_045158
chr10	51805444	51805547	5	20	19	NA	NA	NA	NA	NA	NA	NA	NA	Distal Intergenic	-48251	4933411G06Rik	NR_045158
chr10	51888666	51888812	4	48	44	47	44	53	48	55	52	65	60	Distal Intergenic	-131473	4933411G06Rik	NR_045158
chr10	52022422	52022832	40	285	87	156	62	229	94	214	60	203	65	Promoter (<=1kb)	0	Vgll2	NM_001300957
chr10	52022940	52023430	24	146	113	150	119	212	167	206	175	182	146	Promoter (<=1kb)	439	Vgll2	NM_153786
chr10	52027266	52027626	26	97	53	160	96	176	82	97	40	165	79	Exon (NM_001300957/Vgll2, exon 3 of 3)	4765	Vgll2	NM_153786
chr10	52027632	52027986	34	80	20	112	33	92	26	120	33	90	30	Exon (NM_001300957/Vgll2, exon 3 of 3)	5131	Vgll2	NM_153786
chr10	52128974	52129042	3	58	24	52	15	54	22	53	18	65	25	Exon (NM_011282/Ros1, exon 20 of 44)	66202	Ros1	NM_011282
chr10	52131144	52131249	3	NA	NA	NA	NA	23	3	20	4	NA	NA	Intron (NM_011282/Ros1, intron 17 of 43)	63995	Ros1	NM_011282
chr10	52216937	52217244	7	109	10	89	5	91	8	116	11	110	12	Distal Intergenic	-16375	Dcbld1	NM_025705
chr10	52232592	52232854	14	226	87	220	89	201	96	223	68	246	114	Promoter (<=1kb)	-765	Dcbld1	NM_025705
chr10	52232940	52233232	9	151	32	187	48	217	40	212	45	205	43	Promoter (<=1kb)	-387	Dcbld1	NM_025705
chr10	52233395	52233858	46	178	3	126	4	116	1	161	0	204	0	Promoter (<=1kb)	0	Dcbld1	NM_025705
chr10	52233881	52234338	43	327	7	366	10	281	9	348	14	381	12	Promoter (<=1kb)	263	Dcbld1	NM_025705
chr10	52234441	52234727	9	74	1	84	0	103	2	118	10	61	1	Promoter (<=1kb)	823	Dcbld1	NM_025705
chr10	52234743	52235026	7	101	8	129	16	162	24	139	18	144	11	Promoter (1-2kb)	1125	Dcbld1	NM_025705
chr10	52253501	52253740	11	149	147	143	139	162	156	166	160	189	183	Intron (NM_025705/Dcbld1, intron 1 of 10)	19883	Dcbld1	NM_025705
chr10	52271674	52271741	4	25	24	NA	NA	NA	NA	NA	NA	NA	NA	Intron (NM_025705/Dcbld1, intron 2 of 10)	38056	Dcbld1	NM_025705
chr10	52274126	52274170	4	33	33	38	37	62	56	52	51	49	48	Intron (NM_025705/Dcbld1, intron 2 of 10)	40508	Dcbld1	NM_025705
chr10	52284681	52284739	4	88	76	81	78	86	84	103	94	100	88	Intron (NM_025705/Dcbld1, intron 3 of 10)	51063	Dcbld1	NM_025705
chr10	52284841	52284923	4	58	57	44	42	48	48	53	53	59	59	Intron (NM_025705/Dcbld1, intron 3 of 10)	51223	Dcbld1	NM_025705
chr10	52331446	52331533	5	65	59	79	77	78	68	95	89	115	102	Distal Intergenic	50591	Gopc	NM_001199272
chr10	52341250	52341341	7	59	59	30	30	47	46	50	50	60	59	Intron (NM_001199272/Gopc, intron 8 of 8)	40783	Gopc	NM_001199272
chr10	52343593	52343741	4	82	76	87	85	104	101	119	118	108	107	Intron (NM_001199272/Gopc, intron 8 of 8)	38383	Gopc	NM_001199272
chr10	52353306	52353526	9	182	175	171	161	227	221	216	213	205	192	Exon (NM_001199272/Gopc, exon 5 of 9)	28598	Gopc	NM_001199272
chr10	52376663	52376821	3	30	30	35	33	46	46	37	35	42	42	Intron (NM_001199272/Gopc, intron 1 of 8)	5303	Gopc	NM_001199272
chr10	52381272	52381601	13	221	13	255	12	292	10	323	19	347	29	Promoter (<=1kb)	523	Gopc	NM_001199272
chr10	52381662	52381939	22	165	5	144	3	193	3	227	4	282	7	Promoter (<=1kb)	185	Gopc	NM_001199272
chr10	52382222	52382582	21	150	3	103	3	129	0	190	4	160	3	Promoter (<=1kb)	-99	Gopc	NM_053187
chr10	52382830	52383036	7	133	2	139	3	194	1	209	7	189	6	Promoter (<=1kb)	-707	Gopc	NM_053187
chr10	52383137	52383256	5	95	3	80	1	89	4	120	5	107	2	Promoter (1-2kb)	-1014	Gopc	NM_053187
chr10	52404845	52405171	9	43	29	63	44	65	40	71	44	82	49	Distal Intergenic	-12376	Nus1	NM_030250
chr10	52405317	52405530	12	184	172	200	194	226	208	246	228	239	222	Distal Intergenic	-12017	Nus1	NM_030250
chr10	52417082	52417515	25	222	6	253	9	309	12	288	9	312	6	Promoter (<=1kb)	-32	Nus1	NM_030250
chr10	52417546	52417986	61	324	3	317	9	361	7	470	9	452	16	Promoter (<=1kb)	0	Nus1	NM_030250
chr10	52418104	52418351	18	218	6	185	4	181	5	218	2	233	5	Promoter (<=1kb)	558	Nus1	NM_030250
chr10	52418357	52418607	8	108	4	128	6	136	8	162	1	154	10	Promoter (<=1kb)	811	Nus1	NM_030250
chr10	52418723	52418899	4	111	3	88	4	112	2	106	0	88	4	Promoter (1-2kb)	1177	Nus1	NM_030250
chr10	52419051	52419217	6	69	2	57	5	58	2	99	0	71	2	Promoter (1-2kb)	1505	Nus1	NM_030250
chr10	52528269	52528320	3	123	86	135	107	157	126	139	113	134	101	Distal Intergenic	17419	Zfa-ps	NR_037920
chr10	52528442	52528565	6	121	92	155	126	140	109	123	93	144	113	Distal Intergenic	17174	Zfa-ps	NR_037920
chr10	52528702	52528809	3	57	44	53	37	74	53	67	45	68	44	Distal Intergenic	16930	Zfa-ps	NR_037920
chr10	52529058	52529090	3	NA	NA	27	11	NA	NA	27	11	NA	NA	Distal Intergenic	16649	Zfa-ps	NR_037920
chr10	52529226	52529434	6	91	63	76	41	120	80	117	77	99	73	Distal Intergenic	16305	Zfa-ps	NR_037920
chr10	52529570	52529753	4	61	53	69	62	73	64	63	55	76	68	Distal Intergenic	15986	Zfa-ps	NR_037920
chr10	52545330	52545620	13	198	177	199	182	239	218	264	245	272	241	Promoter (<=1kb)	119	Zfa-ps	NR_037920
chr10	52545638	52545917	25	208	188	207	183	225	203	263	247	237	207	Promoter (<=1kb)	0	Zfa-ps	NR_037920
chr10	52690387	52690772	24	144	47	156	63	168	47	156	59	150	27	Promoter (<=1kb)	0	Slc35f1	NM_178675
chr10	52690809	52691153	27	77	31	108	50	103	51	182	88	100	50	Promoter (<=1kb)	309	Slc35f1	NM_178675
chr10	52691216	52691621	29	210	94	197	99	269	115	301	147	265	123	Promoter (<=1kb)	716	Slc35f1	NM_178675
chr10	52704458	52704706	7	60	19	49	22	61	29	44	17	48	19	Intron (NM_178675/Slc35f1, intron 1 of 7)	13958	Slc35f1	NM_178675
chr10	52704763	52705029	19	121	72	85	41	141	69	124	54	159	77	Intron (NM_178675/Slc35f1, intron 1 of 7)	14263	Slc35f1	NM_178675
chr10	52742857	52742908	3	NA	NA	NA	NA	NA	NA	20	4	25	7	Intron (NM_178675/Slc35f1, intron 1 of 7)	52357	Slc35f1	NM_178675
chr10	52743190	52743229	3	96	57	88	51	105	58	101	61	86	49	Intron (NM_178675/Slc35f1, intron 1 of 7)	52690	Slc35f1	NM_178675
chr10	52758600	52758705	3	76	12	78	9	103	12	114	17	96	19	Intron (NM_178675/Slc35f1, intron 1 of 7)	68100	Slc35f1	NM_178675
chr10	52871525	52871702	6	132	117	128	108	153	132	157	138	142	127	Intron (NM_178675/Slc35f1, intron 1 of 7)	181025	Slc35f1	NM_178675
chr10	53156443	53156558	7	105	74	122	95	145	100	172	117	113	70	Distal Intergenic	-123712	Gm19395	NR_038015
chr10	53299126	53299447	19	154	145	155	152	220	212	210	197	157	155	Intron (NM_001204983/Cep85l, intron 6 of 12)	18857	Gm19395	NR_038015
chr10	53300040	53300178	11	35	35	22	22	48	47	35	34	38	37	Intron (NM_001204983/Cep85l, intron 6 of 12)	19771	Gm19395	NR_038015
chr10	53305999	53306103	3	NA	NA	21	17	22	18	25	17	NA	NA	Intron (NM_001204983/Cep85l, intron 5 of 12)	25730	Gm19395	NR_038015
chr10	53336236	53336348	4	54	49	49	44	58	56	62	57	61	59	Promoter (1-2kb)	-1338	Pln	NM_001141927
chr10	53336541	53336705	5	37	35	51	44	36	33	40	34	42	41	Promoter (<=1kb)	-981	Pln	NM_001141927
chr10	53346829	53346944	4	37	28	34	29	32	23	40	31	39	28	Intron (NM_001204983/Cep85l, intron 3 of 12)	9144	Pln	NM_023129
chr10	53348174	53348235	3	29	29	34	33	31	31	36	35	32	31	Intron (NM_001204983/Cep85l, intron 3 of 12)	10489	Pln	NM_023129
chr10	53348392	53348578	4	107	15	112	10	132	10	137	11	130	15	Exon (NM_001204983/Cep85l, exon 3 of 13)	10707	Pln	NM_023129
chr10	53348756	53348989	5	88	83	83	79	80	80	110	107	97	91	Exon (NM_001204983/Cep85l, exon 3 of 13)	11071	Pln	NM_023129
chr10	53349161	53349237	3	39	38	37	37	61	60	58	57	65	65	Exon (NM_001204983/Cep85l, exon 3 of 13)	11476	Pln	NM_023129
chr10	53364875	53364957	5	121	108	128	114	106	97	137	126	106	102	Intron (NM_001204983/Cep85l, intron 1 of 12)	14894	Cep85l	NM_001204983
chr10	53379231	53379453	24	223	6	230	7	283	4	266	4	201	6	Promoter (<=1kb)	398	Cep85l	NM_001204983
chr10	53379588	53379902	41	86	1	62	0	100	1	124	3	110	1	Promoter (<=1kb)	0	Cep85l	NM_001204983
chr10	53379925	53380244	12	131	8	129	3	156	16	156	11	164	23	Promoter (<=1kb)	-75	Cep85l	NM_001204983
chr10	53383107	53383312	4	53	47	84	74	62	55	80	73	74	68	Distal Intergenic	-3257	Cep85l	NM_001204983
chr10	53395167	53395415	7	174	32	160	39	198	30	197	32	187	43	Distal Intergenic	-15317	Cep85l	NM_001204983
chr10	53398402	53398484	5	52	34	60	35	68	34	73	35	64	43	Distal Intergenic	-18552	Cep85l	NM_001204983
chr10	53398632	53398813	7	32	13	56	23	47	20	46	22	78	34	Distal Intergenic	-18782	Cep85l	NM_001204983
chr10	53400683	53400729	3	51	41	82	71	92	82	84	74	96	88	Distal Intergenic	-20833	Cep85l	NM_001204983
chr10	53400882	53401319	12	246	232	280	267	304	293	330	305	320	310	Distal Intergenic	-21032	Cep85l	NM_001204983
chr10	53407547	53407656	3	54	49	64	54	61	50	69	61	70	57	Distal Intergenic	-27697	Cep85l	NM_001204983
chr10	53435211	53435268	3	30	29	NA	NA	29	28	42	39	31	27	Distal Intergenic	-55361	Cep85l	NM_001204983
chr10	53435400	53435769	10	121	95	148	115	144	119	158	118	150	130	Distal Intergenic	-55550	Cep85l	NM_001204983
chr10	53449603	53449935	9	187	134	192	148	221	172	249	208	250	196	Distal Intergenic	69054	Gm20597	NR_037973
chr10	53462722	53462792	3	25	17	27	15	26	19	20	13	25	15	Distal Intergenic	56197	Gm20597	NR_037973
chr10	53502796	53502932	4	20	20	31	26	23	19	33	29	27	27	Exon (NR_037973/Gm20597, exon 4 of 4)	16057	Gm20597	NR_037973
chr10	53503216	53503492	7	40	37	47	44	47	44	64	59	36	35	Exon (NR_037973/Gm20597, exon 4 of 4)	15497	Gm20597	NR_037973
chr10	53503511	53503768	8	82	67	98	79	80	69	102	81	82	64	Exon (NR_037973/Gm20597, exon 4 of 4)	15221	Gm20597	NR_037973
chr10	53509152	53509200	4	24	19	NA	NA	35	16	46	29	28	15	Intron (NR_037973/Gm20597, intron 3 of 3)	9789	Gm20597	NR_037973
chr10	53527498	53527764	4	45	24	56	33	82	52	84	46	66	41	Distal Intergenic	-8510	Gm20597	NR_037973
chr10	53528757	53528871	4	41	25	37	25	33	24	51	37	41	28	Distal Intergenic	-9769	Gm20597	NR_037973
chr10	53595414	53595604	4	131	128	123	120	156	154	160	155	175	173	Promoter (1-2kb)	-1357	Asf1a	NM_025541
chr10	53596112	53596379	9	253	19	269	20	300	22	268	34	288	25	Promoter (<=1kb)	-582	Asf1a	NM_025541
chr10	53596452	53596667	15	94	5	143	3	192	2	241	7	175	2	Promoter (<=1kb)	-294	Asf1a	NM_025541
chr10	53596904	53597033	9	36	1	31	0	54	0	49	0	28	1	Promoter (<=1kb)	0	Asf1a	NM_025541
chr10	53597160	53597408	27	247	5	166	2	236	5	246	1	305	5	Promoter (<=1kb)	200	Asf1a	NM_025541
chr10	53597856	53598145	8	77	2	92	1	110	2	113	1	92	3	Promoter (<=1kb)	896	Asf1a	NM_025541
chr10	53598462	53598499	3	124	7	124	12	159	17	158	15	159	7	Promoter (1-2kb)	1502	Asf1a	NM_025541
chr10	53599112	53599243	4	114	29	130	32	144	27	124	25	142	32	Promoter (2-3kb)	2152	Asf1a	NM_025541
chr10	53616851	53617137	6	108	104	75	73	123	121	116	113	106	104	Intron (NM_027830/Mcm9, intron 5 of 13)	13302	Mcm9	NM_027830
chr10	53629149	53629585	28	184	3	175	3	228	3	208	6	165	11	Promoter (<=1kb)	854	Mcm9	NM_027830
chr10	53629628	53630019	51	158	4	274	4	225	3	241	2	151	2	Promoter (<=1kb)	420	Mcm9	NM_027830
chr10	53630037	53630468	27	261	32	265	39	238	40	276	28	288	28	Promoter (<=1kb)	0	Mcm9	NM_027830
chr10	53651071	53651142	4	50	43	56	47	68	50	64	46	78	56	Intron (NM_001081428/Fam184a, intron 11 of 17)	-20633	Mcm9	NM_027830
chr10	53690002	53690109	5	28	14	31	12	41	20	32	16	48	23	Exon (NM_001081428/Fam184a, exon 5 of 18)	-59564	Mcm9	NM_027830
chr10	53710297	53710333	3	44	41	55	50	36	33	54	51	46	45	Intron (NM_001081428/Fam184a, intron 1 of 17)	40576	Fam184a	NM_001081428
chr10	53718702	53718915	7	41	25	35	21	58	45	52	39	59	44	Intron (NM_001081428/Fam184a, intron 1 of 17)	31994	Fam184a	NM_001081428
chr10	53749593	53749906	9	256	217	281	234	298	249	318	275	292	249	Promoter (1-2kb)	1003	Fam184a	NM_001081428
chr10	53750080	53750435	15	264	102	274	100	338	150	323	121	367	152	Promoter (<=1kb)	474	Fam184a	NM_001081428
chr10	53750539	53750926	23	175	109	199	113	215	127	241	133	224	132	Promoter (<=1kb)	0	Fam184a	NM_001081428
chr10	53751220	53751659	29	128	82	165	108	162	116	169	120	165	111	Promoter (<=1kb)	-312	Fam184a	NM_001081428
chr10	53751763	53752094	10	147	133	173	160	218	196	197	178	186	170	Promoter (<=1kb)	-855	Fam184a	NM_001081428
chr10	53763573	53763655	3	NA	NA	22	22	NA	NA	NA	NA	NA	NA	Distal Intergenic	-12665	Fam184a	NM_001081428
chr10	53806858	53806959	5	71	18	50	14	75	19	66	15	79	23	Distal Intergenic	-55950	Fam184a	NM_001081428
chr10	53812436	53812599	6	69	28	56	22	66	24	70	26	82	37	Distal Intergenic	-61528	Fam184a	NM_001081428
chr10	53812735	53812812	5	123	23	110	35	128	20	175	44	147	28	Distal Intergenic	-61827	Fam184a	NM_001081428
chr10	53863444	53863516	3	101	51	106	57	127	76	125	71	103	61	Distal Intergenic	-112536	Fam184a	NM_001081428
chr10	53863999	53864067	3	36	29	24	19	25	19	30	26	31	26	Distal Intergenic	-113091	Fam184a	NM_001081428
chr10	53888068	53888203	3	48	30	41	25	57	31	44	24	53	33	Distal Intergenic	-137160	Fam184a	NM_001081428
chr10	53888333	53888450	4	70	54	67	52	68	58	65	57	65	48	Distal Intergenic	-137425	Fam184a	NM_001081428
chr10	53888806	53888976	5	179	125	199	137	215	151	211	151	221	157	Distal Intergenic	-137898	Fam184a	NM_001081428
chr10	53930292	53930426	3	24	13	35	18	35	25	34	20	29	15	Intron (NM_008548/Man1a, intron 8 of 12)	145370	Man1a	NM_008548
chr10	53936083	53936238	3	31	28	38	34	39	33	32	26	55	51	Intron (NM_008548/Man1a, intron 6 of 12)	139558	Man1a	NM_008548
chr10	54032765	54032960	7	104	100	98	84	124	111	106	96	125	117	Intron (NM_008548/Man1a, intron 2 of 12)	42836	Man1a	NM_008548
chr10	54038377	54038412	3	21	17	35	31	51	49	33	33	46	44	Intron (NM_008548/Man1a, intron 2 of 12)	37384	Man1a	NM_008548
chr10	54038784	54039103	10	115	101	132	110	183	151	175	159	164	136	Intron (NM_008548/Man1a, intron 2 of 12)	36693	Man1a	NM_008548
chr10	54039638	54039848	5	37	29	38	30	42	34	45	36	50	37	Intron (NM_008548/Man1a, intron 2 of 12)	35948	Man1a	NM_008548
chr10	54040107	54040396	6	157	145	180	162	221	195	221	194	211	190	Intron (NM_008548/Man1a, intron 2 of 12)	35400	Man1a	NM_008548
chr10	54040509	54040643	6	79	65	79	70	81	70	101	90	108	99	Intron (NM_008548/Man1a, intron 2 of 12)	35153	Man1a	NM_008548
chr10	54041006	54041165	5	89	84	96	90	133	125	129	124	104	101	Intron (NM_008548/Man1a, intron 2 of 12)	34631	Man1a	NM_008548
chr10	54073233	54073297	4	99	97	110	99	122	116	110	102	124	120	Promoter (2-3kb)	2499	Man1a	NM_008548
chr10	54073411	54073646	5	78	74	59	55	68	62	73	66	65	59	Promoter (2-3kb)	2150	Man1a	NM_008548
chr10	54073895	54073980	3	NA	NA	21	20	20	19	NA	NA	32	29	Promoter (1-2kb)	1816	Man1a	NM_008548
chr10	54074276	54074590	14	305	103	363	108	349	128	367	107	420	125	Promoter (1-2kb)	1206	Man1a	NM_008548
chr10	54074630	54074940	28	154	40	201	30	240	39	185	22	196	35	Promoter (<=1kb)	856	Man1a	NM_008548
chr10	54075159	54075547	32	213	26	155	9	244	30	173	25	253	44	Promoter (<=1kb)	249	Man1a	NM_008548
chr10	54075551	54075932	50	296	25	299	21	426	27	326	25	379	22	Promoter (<=1kb)	0	Man1a	NM_008548
chr10	54075949	54076328	20	141	15	158	16	206	26	175	20	199	20	Promoter (<=1kb)	28	Gm16998	NR_038016
chr10	54117954	54118056	3	85	55	88	49	108	60	100	58	92	56	Distal Intergenic	42033	Gm16998	NR_038016
chr10	54452942	54452953	3	88	86	105	100	146	144	133	130	115	109	Distal Intergenic	377021	Gm16998	NR_038016
chr10	54558641	54558702	3	30	22	35	26	52	46	43	38	49	40	Distal Intergenic	482720	Gm16998	NR_038016
chr10	55217913	55218232	5	32	12	39	15	45	15	39	18	38	10	Distal Intergenic	-888685	Msl3l2	NM_001163833
chr10	55330433	55330576	7	42	34	53	45	82	62	80	61	69	51	Distal Intergenic	-776341	Msl3l2	NM_001163833
chr10	55546381	55546520	4	65	11	63	11	80	8	83	19	73	12	Distal Intergenic	-560397	Msl3l2	NM_001163833
chr10	55574835	55574915	8	26	26	38	34	38	33	33	31	41	38	Distal Intergenic	-532002	Msl3l2	NM_001163833
chr10	55628215	55628301	3	NA	NA	23	12	NA	NA	30	11	27	17	Distal Intergenic	-478616	Msl3l2	NM_001163833
chr10	55715543	55715594	6	NA	NA	NA	NA	29	29	NA	NA	22	20	Distal Intergenic	-391323	Msl3l2	NM_001163833
chr10	55980442	55980581	4	63	10	54	7	65	6	82	12	62	11	Distal Intergenic	-126336	Msl3l2	NM_001163833
chr10	56031092	56031119	5	NA	NA	29	29	NA	NA	NA	NA	NA	NA	Intron (NM_001033385/Tbc1d32, intron 31 of 32)	-75798	Msl3l2	NM_001163833
chr10	56106935	56106995	5	62	54	45	38	50	49	80	76	50	50	Promoter (<=1kb)	19	Msl3l2	NM_001163833
chr10	56114940	56115429	31	156	138	237	223	198	180	197	187	216	201	5' UTR	8024	Msl3l2	NM_001163833
chr10	56115447	56115939	39	136	128	139	135	208	201	180	171	264	248	Exon (NM_001163833/Msl3l2, exon 2 of 2)	8531	Msl3l2	NM_001163833
chr10	56116061	56116102	4	59	59	63	61	105	104	72	70	91	90	Exon (NM_001163833/Msl3l2, exon 2 of 2)	9145	Msl3l2	NM_001163833
chr10	56117315	56117492	3	45	43	47	45	55	52	55	53	47	46	Intron (NM_001033385/Tbc1d32, intron 22 of 32)	10399	Msl3l2	NM_001163833
chr10	56228469	56228755	26	197	5	238	9	278	13	257	8	308	11	Promoter (<=1kb)	0	Tbc1d32	NM_001033385
chr10	56228767	56229053	20	156	3	129	4	235	5	187	3	176	3	Promoter (<=1kb)	-79	Tbc1d32	NM_001033385
chr10	56233828	56233904	4	55	39	62	41	84	63	53	35	63	41	Distal Intergenic	-5140	Tbc1d32	NM_001033385
chr10	56354935	56355082	14	113	104	156	143	154	147	112	110	91	91	Distal Intergenic	-22218	Gja1	NM_010288
chr10	56369270	56369445	6	87	4	71	5	104	7	116	11	121	14	Distal Intergenic	-7855	Gja1	NM_010288
chr10	56369546	56369724	4	94	43	88	51	98	46	114	63	102	51	Distal Intergenic	-7576	Gja1	NM_010288
chr10	56373041	56373150	3	40	13	65	24	63	35	56	18	62	23	Distal Intergenic	-4150	Gja1	NM_010288
chr10	56374353	56374623	6	171	144	207	169	196	173	191	156	214	182	Promoter (2-3kb)	-2677	Gja1	NM_010288
chr10	56376120	56376272	7	101	95	106	95	129	125	127	120	161	154	Promoter (1-2kb)	-1028	Gja1	NM_010288
chr10	56376428	56376627	4	24	14	44	31	37	27	30	23	35	19	Promoter (<=1kb)	-673	Gja1	NM_010288
chr10	56376765	56376917	4	32	22	35	19	45	30	61	45	37	29	Promoter (<=1kb)	-383	Gja1	NM_010288
chr10	56377141	56377639	15	195	21	221	22	244	25	284	31	272	34	Promoter (<=1kb)	0	Gja1	NM_010288
chr10	56378879	56379273	18	118	11	125	8	208	23	170	24	177	20	Promoter (1-2kb)	1580	Gja1	NM_010288
chr10	56380717	56380956	4	51	47	57	56	51	46	62	56	61	54	Intron (NM_010288/Gja1, intron 1 of 1)	3418	Gja1	NM_010288
chr10	56402217	56402302	3	38	24	36	26	49	37	55	40	50	37	Distal Intergenic	24918	Gja1	NM_010288
chr10	56425059	56425275	6	56	43	58	51	66	53	85	67	70	50	Distal Intergenic	47760	Gja1	NM_010288
chr10	56425347	56425621	9	66	57	90	75	84	60	75	59	85	64	Distal Intergenic	48048	Gja1	NM_010288
chr10	56431813	56432143	15	109	66	104	68	169	113	155	97	126	79	Distal Intergenic	54514	Gja1	NM_010288
